DSCPRD.IN                                                        DATE:   3/07/16
                          DISCOUNT SCHEDULES AND PRICES          PAGE:         1
                              FOR RETAIL PRODUCTS                               


                                          PKG               DISCOUNT     CURRENT
PRD #            DESCRIPTION              SIZE      UOM    SCHEDULE #     PRICE 
7032   TORMENT                            270       GAL        98        115.400
7083   TOUCHDOWN CT2                      BULK      GAL        98         19.460
7094   TOUCHDOWN TOTAL                    BULK      GAL        98         21.600
7097   TOUCHDOWN TOTAL                    2X2.5     GAL        98         28.090
7098   TOUCHDOWN HITECH                   BULK      GAL        98         22.910
7100   TOUCHDOWN TOTAL IBC                250GAL    GAL        98         24.580
7103   TOUCHDOWN HITECH                   2X2.5     GAL        98         29.780
7116   TRANSFORM                          2X8LB     LB         98        115.710
7120   TRAXION                            BULK      GAL        98         16.950
7121   TRAXION IBC TOTE                   250GAL    GAL        98         19.070
7204   TRICOR DF UPI LABEL METRIBUZIN     8X5       LB         98         11.470
7647   VIGOR - 2.64 GAL/CASE              CS        CS         98        328.000
7663   ULTRA BLAZER                       2X2.5     GAL        98         70.650
7677   ULTRA BLAZER                       250GAL    GAL        98         70.650
7816   VOLUNTEER                          2X2.5     GAL        98         59.350
7817   VOLUNTEER                          4X1       GAL        98         60.350
7827   VOLUNTEER                          265GAL    GAL        98         59.350
7845   WEEDMASTER                         2X2.5     GAL        98         31.000
7856   WEEDMASTER                         265GAL    GAL        98         30.400
8908   WARRIOR II                         120GAL    GAL        98        325.500
8912   WARRIOR II W/ZEON TECHNOLOGY       4X1       GAL        98        325.500
8917   WARRIOR II W/ZEON TECH (POLY)      15GAL     GAL        98        325.500
8950   ZIRAM 76DF                         40LB      LB         98          3.480
8970   ZEMAX                              250GAL    GAL        98         76.180
1363   ALTOSID PELLETS WSP (16X50X7GM)    EA        CS         99        648.000
1364   ALTOSID (SBGII) GRANULE            40LB      LB         99          3.000
1365   ALTOSID BRIQUETS (30 DAY)          1X400     CS         99        440.000
1366   ALTOSID XR INGOT                   1X220     CS         99        697.400
1367   ALTOSID XR BRIQUETS (150 DAY)      1X220     CS         99        697.400
1368   ALTOSID XR-G                       40LB      LB         99          8.330
1369   ALTOSID SR-20                      2X2.5     GAL        99        892.000
1370   ALTOSID LIQUID LARVICIDE           4X1       GAL        99        250.400
1372   ALTOSID PELLETS                    2X22      LB         99         25.550
DSCPRD.IN                                                        DATE:   3/07/16
                          DISCOUNT SCHEDULES AND PRICES          PAGE:        61
                              FOR RETAIL PRODUCTS                               


                                          PKG               DISCOUNT     CURRENT
PRD #            DESCRIPTION              SIZE      UOM    SCHEDULE #     PRICE 
=====  ===============================    =====     ===    ==========    =======
3047   ECO BRAN GRASSHOPPER BAIT          8X2       LB         99          8.340
3052   ECO BRAN GRASSHOPPER BAIT          44LB      LB         99          1.500
3053   ECO BRAN SPREADER MODEL 60(GAS)    1EA       EA         99      2,000.000
3054   ECO BRAN SPREADER MODEL 20(12V)    1EA       EA         99        400.000
3055   ECO BRAN SPREADER DELUXE #62       1EA       EA         99      2,500.000
8962   ZENIVEX E4 RTU                     2X2.5     GAL        99         80.750
8963   ZENIVEX E4 RTU                     30GAL     GAL        99         79.800
8964   ZENIVEX E20 CONCENTRATE            2X2.5     GAL        99        296.000
8965   ZENIVEX E20 CONCENTRATE            30GAL     GAL        99        294.000
3144   EXTREME                            2X2.5     GAL       101         27.560
3146   EXTREME                            BULK      GAL       101         27.560
3151   EXTREME                            250GAL    GAL       101         27.560
5649   OUTLOOK                            250GAL    GAL       101        128.560
5654   OUTLOOK                            2X2.5     GAL       101        128.560
5657   OUTLOOK                            BULK      GAL       101        128.560
7767   VERDICT                            2X2.5     GAL       101        217.820
7768   VERDICT                            110GAL    GAL       101        221.250
7769   VERDICT                            BULK      GAL       101        217.820
1977   BRIGADE 2EC                        4X1       GAL       103        124.190
2136   CERTAINTY (10X1.25OZ)              1EA       BTL       103         78.700
2193   COMMAND 3ME                        2X2.5     GAL       103        154.500
5529   ROUNDUP WEATHERMAX                 2X2.5     GAL       103         32.390
5531   ROUNDUP WEATHERMAX                 30GAL     GAL       103         32.110
5542   MUSTANG MAXX                       4X1       GAL       103        159.580
5669   OUTRIDER                           10X20     OZ        103         15.100
6030   QUIK PRO DRY (6X5X1.5 OZ.)         30X1.5    OZ        103          1.060
6031   QUIK PRO                           4X6.8     LB        103          9.750
6151   ROUNDUP WEATHERMAX SMARTPAK        1X3       GAL       103         32.390
6189   ROUNDUP POWERMAX SMARTPAK          1X3       GAL       103         26.110
6191   ROUNDUP POWERMAX                   2X2.5     GAL       103         26.110
6192   ROUNDUP POWERMAX                   30GAL     GAL       103         25.830
6195   ROUNDUP PROMAX (5.5 LB. K SALT)    30GAL     GAL       103         31.600
6196   ROUNDUP PROMAX (5.5 LB. K SALT)    2X1.67    GAL       103         33.200
6282   ROUNDUP CUSTOM HERBICIDE           2X2.5     GAL       103         25.000
6295   ROUNDUP PRO CONCENTRATE 5LB        2X2.5     GAL       103         22.850
6936   SPARTAN 4F                         4X1       GAL       103        641.330
1281   AGP 9-4-9 BIOMEND DG W/50% MU      40LB      BAG       109         43.500
1284   AFFIRM WDG FUNGICIDE               3X2.4     LB        109         87.500
1293   AGP CONTEC DG 18-9-18 W/60% MU     40LB      BAG       109         52.900
1294   AGP CONTEC DG 13-0-26 W/100% MU    40LB      BAG       109         55.000
1298   AGP CONTEC DG 24-0-10 W/90% MU     50LB      BAG       109         48.800
1303   AGP CONTEC DG 14-7-14 W/60% MU     40LB      BAG       109         50.300
1305   AGP 0-0-5 W/.103% DITHIOPYR        50LB      BAG       109         57.900
1349   ANUEW P.G.R. (4X4X1.5 LB)          4X1.5     LB        109         65.000
1443   AQUASTRIKE AQUATIC HERBICIDE       2X2.5     GAL       109         69.000
1486   AQUATHOL (SUPER K) GRANULAR        2X20      LB        109         17.850
1494   AQUATHOL (SUPER K) GRANULAR        10LB      LB        109         21.300
1515   AQUATHOL K                         2X2.5     GAL       109         69.300
1526   ARENA 50 WDG                       4X40      OZ        109         13.670
1527   ARENA 0.25 G INSECTICIDE           30LB      LB        109          1.700
DSCPRD.IN                                                        DATE:   3/07/16
                          DISCOUNT SCHEDULES AND PRICES          PAGE:        62
                              FOR RETAIL PRODUCTS                               


                                          PKG               DISCOUNT     CURRENT
PRD #            DESCRIPTION              SIZE      UOM    SCHEDULE #     PRICE 
=====  ===============================    =====     ===    ==========    =======
1529   ARSENAL LIQUID                     2X2.5     GAL       109         70.000
1530   ARSENAL APPLICATORS CONCENTRATE    2X2.5     GAL       109        135.300
1534   ARSENAL POWERLINE HERBICIDE        2X2.5     GAL       109         74.750
1588   AUTILUS TURF FUNGICIDE             4X1       GAL       109         82.500
1689   BAS-OIL (RED) DYE                  12X1      PT        109         29.000
1979   BROMACIL-DIURON 40/40              8X6       LB        109          9.600
2022   BROMACIL 80 WDG HERBICIDE          8X6       LB        109         12.650
2029   BROADSTAR HERBICIDE                50LB      LB        109          1.880
2092   CAPTAIN XTR COPPER ALGAECIDE       275GAL    GAL       109         29.200
2093   CAPTAIN LIQUID COPPER (NON-RTN)    275GAL    GAL       109         23.900
2094   CAPTAIN XTR COPPER ALGAECIDE       2X2.5     GAL       109         29.450
2104   CAPTAIN LIQUID COPPER ALGAECIDE    2X2.5     GAL       109         25.150
2124   CASCADE AQUATIC HERBICIDE          2X2.5     GAL       109         68.400
2125   CASCADE AQUATIC HERBICIDE          250GAL    GAL       109         68.400
2150   CLIPPER WDG AQUATIC HERBICIDE      4X1       LB        109        139.300
2151   CHANGE UP HERBICIDE                2X2.5     GAL       109         84.000
2210   CHLOROFAST-S 6-0-0 (FOLTEC)        2X2.5     GAL       109         39.000
2245   CHLORSULFURON 75 DF (ALLIGARE)     12X20     OZ        109         19.450
2287   CYTOZORB-S 4-0-1 (FOLTEC)          2X2.5     GAL       109         45.500
2907   DISARM 480 SC (4X64 FL.OZ.)        4X1       BTL       109      1,040.000
2908   DISARM C FUNGICIDE                 2X2.5     GAL       109        146.000
2909   DISARM G FUNGICIDE                 25LB      LB        109          1.800
2910   DISARM M FUNG.(4X64 FL.OZ.)        4X1       BTL       109        294.000
2915   DIURON 4L                          30GAL     GAL       109         20.200
2925   DISARM 480 SC FUNGICIDE            4X1       PT        109        288.000
2935   DIURON 80DF                        10X5      LB        109          3.850
2936   DIURON 80DF                        25LB      LB        109          3.850
2937   DIURON 4L                          2X2.5     GAL       109         20.200
3132   ESCORT XP                          8X16      OZ        109          5.650
3136   ENCLAVE FLOWABLE FUNGICIDE         2X2.5     GAL       109        116.000
3141   ESCORT XP                          8X8       OZ        109          5.650
3155   ESPLANADE EZ HERBICIDE             2X2.5     GAL       109         47.500
3488   FORTIFY 6-0-0 (FOLTEC BRAND)       2X2.5     GAL       109         46.000
3505   FREQUENCY HERBICIDE                2X1       GAL       109        853.000
3577   26/36 FUNGICIDE                    2X2.5     GAL       109        110.000
3644   GALLERY SC HERBICIDE               2X2       GAL       109        654.000
3649   GALLERY SC HERBICIDE               16X1      QT        109        163.500
3659   GALLERY 75 DF (1# BTL)             4X1       LB        109        120.000
3716   HABITAT HERBICIDE                  2X2.5     GAL       109         99.950
3735   HI-LIGHT (BLUE)                    4X1       GAL       109         45.000
3736   HI-LIGHT (BLUE)                    12X1      QT        109         19.650
3738   HI-LIGHT WSP (BLUE)                40PKS     CS        109        263.000
3739   HI-LIGHT (BLUE)                    2X2.5     GAL       109         42.500
3758   HYVAR XL                           4X1       GAL       109         92.350
3765   HUMIC DG                           40LB      LB        109          1.025
3779   HI-LIGHT (BLUE)                    30GAL     GAL       109         38.750
3780   HI-LIGHT (RED)                     12X1      QT        109         27.400
3784   HYDROTHOL 191 LIQUID               2X2.5     GAL       109         71.950
3793   DETAIL HERBICIDE                   2X1       GAL       109        663.000
3855   KATANA TURF HERBICIDE              4X3OZ     OZ        109         61.500
DSCPRD.IN                                                        DATE:   3/07/16
                          DISCOUNT SCHEDULES AND PRICES          PAGE:        63
                              FOR RETAIL PRODUCTS                               


                                          PKG               DISCOUNT     CURRENT
PRD #            DESCRIPTION              SIZE      UOM    SCHEDULE #     PRICE 
=====  ===============================    =====     ===    ==========    =======
3859   IMAZAPYR 2 SL HERBICIDE            6X1       QT        109         27.900
3873   IMAZAPYR 2 SL HERBICIDE            2X2.5     GAL       109         70.000
3874   HYDROTHOL 191 GRANULAR             2X20      LB        109          3.150
3888   KROVAR I DF                        8X6       LB        109         11.500
3889   KRENITE S                          2X2.5     GAL       109         74.900
3890   KRENITE S                          15GAL     GAL       109         62.200
3945   LANDMARK XP                        8X4LB     LB        109        132.650
3960   IMAZAPYR 4SL (ALLIGARE)            2X2.5     GAL       109        135.300
4031   LAST CALL HERBICIDE                4X1       GAL       109        240.000
4256   MATRIX SG                          12X20     OZ        109         16.400
4920   MSM 60 WDG (ALLIGARE)              8X8       OZ        109          5.300
4921   MSM 60 WDG (ALLIGARE)              8X16      OZ        109          5.300
4976   SURFLAN AS (UPI)                   2X2.5     GAL       109         51.000
5478   MOJAVE 70EG HERBICIDE              10X5      LB        109         10.150
5484   9/15 POLARIS HERBICIDE             4X1       QT        109         32.550
5486   NITROPLAST-S 19-1-4 (FOLTEC)       2X2.5     GAL       109         35.200
5583   PRO 35-0-7 W/.10 DIM. S.I.F.I.     50LB      BAG       109         47.000
5670   OUST EXTRA                         8X64      OZ        109          3.080
5671   OUST XP                            8X48      OZ        109          3.080
5674   OVERDRIVE                          4X7.5     LB        109         37.500
5687   PANORAMIC 2SL                      2X2.5     GAL       109        139.000
5688   PANORAMIC 2SL                      4X1       GAL       109        139.000
5689   PANORAMIC 2SL                      6X1       QT        109         46.700
5707   PERSPECTIVE HERBICIDE              8X5LB     LB        109         77.460
5732   PAYLOAD WDG HERBICIDE(12LB.JUG)    2X192     OZ        109          5.950
5771   POLARIS HERBICIDE                  2X2.5     GAL       109         70.000
5897   PLATEAU                            2X1       GAL       109        140.000
6217   PTO 5-10-5 (FOLTEC BRAND)          2X2.5     GAL       109         36.500
6226   PAK 27 ALGAECIDE (SOLVAY)          50LB      BAG       109         79.000
6229   PIPER WDG HERBICIDE                4X60      OZ        109          6.650
6239   SAHARA DG (4X10)                   4X10      LB        109         12.200
6280   SAFARI 20 SG                       4X3LB     LB        109        112.950
6299   SECLEAR ALGAECIDE                  2X2.5     GAL       109         12.970
6300   SEDGEHAMMER (10X1.33OZ)            1EA       BTL       109         84.000
6301   SEGWAY FUNG. (12X39.2 FL.OZ.)      12X1      BTL       109        395.000
6347   SHAW 40-0-0 W/.253% DIM.& ACEL.    50LB      BAG       109         91.480
6366   STROBE 50WG                        6X1       LB        109        250.000
6416   STREAMLINE HERBICIDE               8X3       LB        109         86.520
6470   SECLEAR G ALGAECIDE                50LB      LB        109          3.700
6504   SUREGUARD HERBICIDE                4X5       LB        109        133.750
6513   TOURNEY FUNGICIDE                  4X5       LB        109        134.500
6528   TORQUE TURF FUNGICIDE              5X1       GAL       109        146.500
6529   9/15 SURFLAN AS (PROKOZ)           2X2.5     GAL       109         51.000
6535   TETON AQUATIC ALGAECIDE            2X2.5     GAL       109         73.750
6675   PROPLANT FUNGICIDE                 2X1       GAL       109        342.000
6676   STROBE 2L FUNGICIDE                2X1       GAL       109      1,000.000
6726   PHOSLOCK                           55LB      BAG       109        192.000
6769   SECLEAR G ALGAECIDE                20LB      LB        109          4.350
6771   STALKER HERBICIDE                  12X1      QT        109         79.700
6797   STELLAR SC (4X104 FL. OZ.)         4X1       BTL       109        490.175
DSCPRD.IN                                                        DATE:   3/07/16
                          DISCOUNT SCHEDULES AND PRICES          PAGE:        64
                              FOR RETAIL PRODUCTS                               


                                          PKG               DISCOUNT     CURRENT
PRD #            DESCRIPTION              SIZE      UOM    SCHEDULE #     PRICE 
=====  ===============================    =====     ===    ==========    =======
6849   SONAR GENESIS AQUATIC HERBICIDE    4X1       GAL       109        272.140
6850   SONAR ONE                          20LB      LB        109         32.150
6851   SONAR QUICK RELEASE                4X8       LB        109         41.200
6853   SONAR AS                           6X1       QT        109        783.000
6890   SPECTRO WDG CAMO PAK               24LB      LB        109         12.000
6956   TELAR XP                           8X16      OZ        109         19.450
6962   TETON AQUATIC ALGAECIDE            125GAL    GAL       109         73.750
6971   9/15 THROTTLE XP                   8X3.9     LB        109        120.000
6981   TETRASAN 5 WDG MITICIDE/OVICIDE    8X1       LB        109         96.450
6983   9/15 TELAR XP (8OZ. BOTTLES)       8X8       OZ        109         19.450
7015   3336 PLUS                          2.5       GAL       109        100.000
7018   3336 EG (4X5 LB)                   4X5       LB        109         12.050
7247   TUR-GADE 0-0-18 (FOLTEC BRAND)     2X2.5     GAL       109         37.600
7265   TRISTAR 8.5 SL INSECTICIDE - QT    4X1       QT        109        195.000
7289   TURFCIDE 10G (PCNB)                50LB      LB        109          1.680
7333   TURFCIDE 400 (PCNB)                2X2.5     GAL       109         48.950
7639   VELOCITY 17.6% SG HERBICIDE        8X1       LB        109        511.100
7851   VIEWPOINT HERBICIDE                8X5       LB        109         61.650
8838   VELPAR L (BAYER-VM)                2X2.5     GAL       109         85.240
8937   XXPIRE WG INSECTICIDE              8X1       LB        109        228.000
8942   XONERATE 70 WDG HERBICIDE          9X1 OZ    OZ        109        126.600
8966   ZYLAM SYSTEMIC INSECTICIDE         4X1       QT        109        114.000
1020   ACCENT Q                           12X18     OZ        110         19.260
1273   AFFINITY BROADSPEC                 8X20      OZ        110         11.560
1274   AFFINITY BROADSPEC                 480OZ     OZ        110         11.560
1275   AFFINITY TANKMIX                   8X48      OZ        110          8.720
1278   AGILITY SG                         8X80      OZ        110          2.300
1285   AFFORIA                            8X75      OZ        110          5.350
1343   ALLY XP                            8X8       OZ        110          9.100
1350   ALLUVEX                            8X60      OZ        110          5.400
1351   ALLY EXTRA SG WITH TOTALSOL        12X20     OZ        110          7.860
1528   ASSURE II                          250GAL    GAL       110         89.830
1536   ASSURE II                          2X2.5     GAL       110         89.830
1559   ARMEZON                            6X32FO    FOZ       110         17.090
1685   BASAGRAN 5L                        BULK      GAL       110         63.600
1686   BASAGRAN 5L                        2X2.5     GAL       110         63.600
1691   BASIS BLEND                        600OZ     OZ        110          7.380
1695   BASIS BLEND                        8X50OZ    OZ        110          7.380
1698   BASIS BLEND                        4400OZ    OZ        110          7.380
1850   BEYOND                             2X1       GAL       110        523.090
2072   CABRIO EG                          4X5LB     LB        110         36.740
2088   CANOPY EX                          8X80      OZ        110          7.700
2090   CANOPY                             8X5       LB        110         41.520
2095   CANOPY EX                          8640OZ    OZ        110          7.700
2105   CARAMBA                            2X2.5     GAL       110        147.230
2170   CLARITY                            2X2.5     GAL       110         99.340
2183   CLASSIC                            8X10      OZ        110         16.260
2220   CIMARRON MAX (2-2.5GAL+5OZ)/CS     CS        CS        110        317.170
2226   CIMARRON PLUS                      8X10      OZ        110         12.260
2846   DISTINCT                           4X7.5     LB        110         35.400
DSCPRD.IN                                                        DATE:   3/07/16
                          DISCOUNT SCHEDULES AND PRICES          PAGE:        65
                              FOR RETAIL PRODUCTS                               


                                          PKG               DISCOUNT     CURRENT
PRD #            DESCRIPTION              SIZE      UOM    SCHEDULE #     PRICE 
=====  ===============================    =====     ===    ==========    =======
3138   ENLITE                             8X84      OZ        110          6.100
3143   ENDURA                             4X104     OZ        110          4.900
3150   ENVIVE                             8640OZ    OZ        110          5.030
3158   EXPRESS                            12X15     OZ        110         18.400
3160   ENLITE                             8640OZ    OZ        110          6.100
3161   ENVIVE                             8X88      OZ        110          5.030
3213   FASTAC EC                          4X1       GAL       110        132.250
3222   FINESSE CEREAL AND FALLOW          12X20     OZ        110         15.300
3228   FINESSE CEREAL & FALLOW            480OZ     OZ        110         15.300
3258   FIRSTSHOT SG                       480OZ     OZ        110          8.080
3260   FIRSTSHOT SG                       8X20      OZ        110          8.080
3565   HEADLINE SC                        BULK      GAL       110        445.740
3570   HEADLINE SC                        120GAL    GAL       110        445.740
3572   HEADLINE SC                        220GAL    GAL       110        445.740
3643   GLEAN XP                           12X20     OZ        110         20.870
3745   HEADLINE AMP                       120GAL    GAL       110        283.610
3750   HEADLINE                           120GAL    GAL       110        458.620
3753   HEADLINE                           2X2.5     GAL       110        458.620
3766   HEADLINE AMP                       2X2.5     GAL       110        283.610
3768   HEADLINE AMP                       220GAL    GAL       110        283.610
3772   HEADLINE                           220GAL    GAL       110        458.620
3794   HEADLINE AMP                       BULK      GAL       110        283.610
3806   HARMONY EXTRA SG WITH TOTALSOL     12X15     OZ        110         13.050
3814   HARMONY EXTRA SG WITH TOTALSOL     8X48      OZ        110         13.050
3816   HARMONY EXTRA SG WITH TOTALSOL     480OZ     OZ        110         13.050
3817   HEADLINE SC                        2X2.5     GAL       110        445.740
3832   HARMONY SG WITH TOTALSOL           8X5       OZ        110         35.260
3834   HEADLINE AMP                       110GAL    GAL       110        283.610
3885   KOCIDE 3000                        4X10      LB        110          8.560
3936   INSTIGATE                          2X210     OZ        110          3.210
3961   KOCIDE 2000 PROTECH                15LB      LB        110          5.950
4038   LEADOFF                            8X60OZ    OZ        110          5.510
4106   LIMUS                              2X2.5     GAL       110         90.720
4107   LIMUS FOR UAN                      2X2.5     GAL       110         90.720
4256   MATRIX SG                          12X20     OZ        110         16.400
5471   MANKOCIDE                          5X10LB    LB        110          8.500
5495   PRIAXOR                            110GAL    GAL       110        581.980
5496   PROWL H20 (NO PUMP)                110GAL    GAL       110         47.140
5578   PRIAXOR                            2X2.5     GAL       110        575.730
5659   OPTILL                             4X80OZ    OZ        110          6.920
5662   PANOFLEX WITH TOTALSOL             12X20     OZ        110          8.830
5685   PASTORA                            12X20     OZ        110         18.000
5759   POAST                              2X2.5     GAL       110         92.860
5767   PRISTINE                           4X120     OZ        110          2.990
5777   PREQUEL                            8X66.4    OZ        110          8.030
5975   PROWL H20                          BULK      GAL       110         44.520
5977   PROWL H2O (WITH PUMP)              110GAL    GAL       110         50.240
5978   PROWL H2O                          2X2.5     GAL       110         44.520
6010   PURSUIT                            2X1       GAL       110        421.740
6050   RAPTOR                             2X1       GAL       110        523.090
DSCPRD.IN                                                        DATE:   3/07/16
                          DISCOUNT SCHEDULES AND PRICES          PAGE:        66
                              FOR RETAIL PRODUCTS                               


                                          PKG               DISCOUNT     CURRENT
PRD #            DESCRIPTION              SIZE      UOM    SCHEDULE #     PRICE 
=====  ===============================    =====     ===    ==========    =======
6079   REALM Q                            8X80      OZ        110          4.710
6119   RESOLVE Q                          8X50      OZ        110          8.610
6198   REVULIN Q                          8X85      OZ        110          5.400
6251   REALM Q                            8640OZ    OZ        110          4.710
6271   OPTILL PRO (2X40OZ+2X200 JUG/CS    1EA       CS        110        795.000
6417   SHARPEN                            2X1       GAL       110        744.920
6477   STATUS                             4X125     OZ        110          3.660
6482   STEADFAST Q                        8X60      OZ        110         11.660
6524   SYNCHRONY XP                       8X15      OZ        110         12.040
7192   TRIVENCE                           2X200     OZ        110          2.730
7193   TRIVENCE                           8640OZ    OZ        110          2.730
7659   TWINLINE                           2X2.5     GAL       110        275.340
8940   XANTHION                           1EA       CS        110      1,901.310
8967   ZAMPRO                             4X140     FOZ       110          2.140
8968   ZIDUA                              4X80OZ    OZ        110          7.920
2780   DIAZINON 50W                       8X5X1L    LB        111          7.130
3205   EQUUS 720 SST                      2X2.5     GAL       111         25.690
3652   9/15 GRAMOXONE SL                  2X2.5     GAL       111         32.860
3672   9/15 GRAMOXONE SL                  275GAL    GAL       111         31.510
6095   REGLONE                            BULK      GAL       111         80.190
6203   RIDOMIL GOLD SL                    4X1       GAL       111        819.700
1343   ALLY XP                            8X8       OZ        113          9.100
1351   ALLY EXTRA SG WITH TOTALSOL        12X20     OZ        113          7.860
1536   ASSURE II                          2X2.5     GAL       113         89.830
1686   BASAGRAN 5L                        2X2.5     GAL       113         63.600
1850   BEYOND                             2X1       GAL       113        523.090
2170   CLARITY                            2X2.5     GAL       113         99.340
2220   CIMARRON MAX (2-2.5GAL+5OZ)/CS     CS        CS        113        317.170
2226   CIMARRON PLUS                      8X10      OZ        113         12.260
2228   CIMARRON X-TRA                     8X10      OZ        113         14.860
2247   CORAGEN                            4X1       GAL       113        949.090
2284   CIMARRON PLUS (4X8X2 OZ)           8X2       OZ        113         12.900
2846   DISTINCT                           4X7.5     LB        113         35.400
3212   FACET L                            2X2.5     GAL       113        111.100
3222   FINESSE CEREAL AND FALLOW          12X20     OZ        113         15.300
3885   KOCIDE 3000                        4X10      LB        113          8.560
3886   KOCIDE 2000 PROTECH                30LB      LB        113          5.950
3961   KOCIDE 2000 PROTECH                15LB      LB        113          5.950
5685   PASTORA                            12X20     OZ        113         18.000
5759   POAST                              2X2.5     GAL       113         92.860
5978   PROWL H2O                          2X2.5     GAL       113         44.520
6010   PURSUIT                            2X1       GAL       113        421.740
6050   RAPTOR                             2X1       GAL       113        523.090
6417   SHARPEN                            2X1       GAL       113        744.920
7767   VERDICT                            2X2.5     GAL       113        217.820
8839   VELPAR L (DUPONT ALFALFA LABEL)    2X2.5     GAL       113         83.680
6392   SYNGENTA SNOW MOLD PAK             1EA       EA        115      2,900.000
6403   SYNGENTA FAIRWAY PARTNER PAK       1EA       EA        115     17,200.000
6441   SYNGENTA A-2-Z SOLUTION PAK        1EA       EA        115      6,625.000
6446   SYNGENTA CLASSIC SOLUTION PAK      1EA       EA        115      4,200.000
DSCPRD.IN                                                        DATE:   3/07/16
                          DISCOUNT SCHEDULES AND PRICES          PAGE:        67
                              FOR RETAIL PRODUCTS                               


                                          PKG               DISCOUNT     CURRENT
PRD #            DESCRIPTION              SIZE      UOM    SCHEDULE #     PRICE 
=====  ===============================    =====     ===    ==========    =======
6474   SYNGENTA FAIRWAY STARTER PAK       1EA       EA        115     10,700.000
6891   SYNGENTA ABW SOLUTION PAK          1EA       EA        115      8,400.000
6892   SYNGENTA CONTACT SOLUTION PAK      1EA       EA        115      9,200.000
6893   SYNGENTA SOUTHERN SOLUTION PAK     1EA       EA        115      8,700.000
5548   N-SERVE 24 - BULK                  BULK      GAL       116         45.020
5558   N-SERVE 24                         300GAL    GAL       116         45.620
5560   N-SERVE 24                         240GAL    GAL       116         45.620
5708   PARTIAL - N-SERVE 24               PARTI     GAL       116         45.620
2169   CHAPARRAL                          6X1.25    LB        117         82.000
2181   CHAPARRAL                          4X5       LB        117         82.000
2223   COBALT ADVANCED                    150GAL    GAL       117         52.500
2234   COBALT                             2X2.5     GAL       117         50.400
2235   COBALT ADVANCED                    2X2.5     GAL       117         50.400
2415   CURTAIL                            2X2.5     GAL       117         52.500
3483   FOREFRONT HL                       2X2.5     GAL       117         65.000
3557   GRAZON P+D                         220GAL    GAL       117         33.000
3559   GRAZON P+D                         120GAL    GAL       117         33.000
3634   GRAZONNEXT HL                      30GAL     GAL       117         43.000
3638   GOLDSKY                            120GAL    GAL       117        132.300
3639   GRAZONNEXT HL                      120GAL    GAL       117         43.000
3663   GOLDSKY                            2X2.5     GAL       117        130.200
3671   GRAZONNEXT HL                      250GAL    GAL       117         43.000
3680   GRAZON P+D                         30GAL     GAL       117         33.000
3681   GRAZON P+D                         2X2.5     GAL       117         33.000
3686   GRAZONNEXT HL                      2X2       GAL       117         45.000
3713   GRAZON P+D                         110GAL    GAL       117         33.000
4212   LORSBAN 4E                         150GAL    GAL       117         46.200
4215   LORSBAN 15G (BAGS)                 50LB      LB        117          2.150
4230   LORSBAN ADVANCED                   150GAL    GAL       117         46.200
4231   LORSBAN 4E                         120GAL    GAL       117         45.150
4232   LORSBAN 4E                         2X2.5     GAL       117         46.200
4233   LORSBAN ADVANCED                   55GAL     GAL       117         43.050
4234   LORSBAN ADVANCED                   2X2.5     GAL       117         46.200
4274   MILESTONE                          2X2.5     GAL       117        309.000
4275   MILESTONE                          12X1      QT        117         78.750
5651   PASTURALL HL                       2X2.5     GAL       117         21.500
5667   PASTURALL HL                       250GAL    GAL       117         21.500
5682   PASTUREGARD HL                     2X2.5     GAL       117        110.000
5683   PASTUREGARD HL                     4X1       GAL       117        112.000
5699   PASTURALL                          250       GAL       117         16.000
5840   POWERFLEX HL                       4X10      LB        117         98.700
5937   PROPIMAX                           2X2.5     GAL       117         89.250
6113   REMEDY ULTRA                       2X2.5     GAL       117         66.000
6114   REMEDY ULTRA                       30GAL     GAL       117         65.000
6115   REMEDY ULTRA                       4X1       GAL       117         66.000
6312   SENDERO                            30GAL     GAL       117        105.000
6314   SENDERO                            4X1       GAL       117        130.000
6436   STARANE FLEX                       2X2.5     GAL       117         58.800
6456   STARANE NXT                        2X2.5     GAL       117         70.350
6460   STARANE FLEX                       250GAL    GAL       117         56.700
DSCPRD.IN                                                        DATE:   3/07/16
                          DISCOUNT SCHEDULES AND PRICES          PAGE:        68
                              FOR RETAIL PRODUCTS                               


                                          PKG               DISCOUNT     CURRENT
PRD #            DESCRIPTION              SIZE      UOM    SCHEDULE #     PRICE 
=====  ===============================    =====     ===    ==========    =======
6475   STINGER                            4X.5      GAL       117        435.750
6476   STINGER                            12X1      QT        117        122.063
6479   SURMOUNT                           30GAL     GAL       117         53.000
6490   SURMOUNT (RUP)                     2X2.5     GAL       117         55.000
6498   SPIKE 20P                          6X5       LB        117         13.650
6506   STARANE ULTRA                      2X2.5     GAL       117        257.250
6565   STARANE NXT                        250GAL    GAL       117         70.350
6626   SEEKER                             2X2.5     GAL       117        367.500
6862   SPIKE 20P                          25LB      LB        117          8.000
7058   TORDON 22K (RUP)                   2X2.5     GAL       117         65.000
7075   TORDON 22K (RUP)                   4X1       GAL       117         65.000
7076   TORDON 22K (RUP)                   30GAL     GAL       117         65.000
7078   TORDON RTU                         12X1      QT        117         11.945
8298   9/15 CROSSBOW (DOW LABEL)          2X2.5     GAL       117         49.880
8300   9/15 CROSSBOW (DOW LABEL)          4X1       GAL       117         49.880
